file_path,line_number,type,severity,description
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/persist/dmlbind/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/persist/dmlbind/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/persist/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/persist/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/profile/DTimeMetricStats.java,24,BUG,MINOR,"Cast one of the operands of this division operation to a ""float""."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/profile/DTimeMetricStats.java,96,BUG,MINOR,"Cast one of the operands of this integer division to a ""double""."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/properties/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/properties/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/CQueryIteratorSimple.java,39,BUG,MINOR,"Add a ""NoSuchElementException"" for iteration beyond the end of the collection."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/DefaultFetchGroupQuery.java,77,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/DefaultFetchGroupQuery.java,82,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/DefaultFetchGroupQuery.java,87,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/DefaultFetchGroupQuery.java,92,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/DefaultFetchGroupQuery.java,97,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/query/DefaultFetchGroupQuery.java,102,BUG,MINOR,"Parameter 3 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
